Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-05,Embalse,ITUANGO,ITUANGO,63254400.0,kWh,kWh,False,,63.2544
2026-06-05,Embalse,MIRAFLORES,MIRAFLORES,456541040.0,kWh,kWh,False,,456.54103999999995
2026-06-05,Embalse,MUNA,MUNA,54905490.0,kWh,kWh,False,,54.90549
2026-06-05,Embalse,PENOL,PENOL,4138288344.0,kWh,kWh,False,,4138.288344
2026-06-05,Embalse,PLAYAS,PLAYAS,95084402.0,kWh,kWh,False,,95.084402
2026-06-05,Embalse,PORCE II,PORCE II,124027896.0,kWh,kWh,False,,124.027896
2026-06-05,Embalse,PORCE III,PORCE III,111976402.0,kWh,kWh,False,,111.976402
2026-06-05,Embalse,PRADO,PRADO,90058353.0,kWh,kWh,False,,90.058353
2026-06-05,Embalse,PUNCHINA,PUNCHINA,65869664.0,kWh,kWh,False,,65.869664
2026-06-05,Embalse,RIOGRANDE2,RIOGRANDE2,543461380.0,kWh,kWh,False,,543.46138
2026-06-06,Embalse,ITUANGO,ITUANGO,63254400.0,kWh,kWh,False,,63.2544
2026-06-06,Embalse,MIRAFLORES,MIRAFLORES,456541040.0,kWh,kWh,False,,456.54103999999995
2026-06-06,Embalse,MUNA,MUNA,54905490.0,kWh,kWh,False,,54.90549
2026-06-06,Embalse,PENOL,PENOL,4138288344.0,kWh,kWh,False,,4138.288344
2026-06-06,Embalse,PLAYAS,PLAYAS,95084402.0,kWh,kWh,False,,95.084402
2026-06-06,Embalse,PORCE II,PORCE II,124027896.0,kWh,kWh,False,,124.027896
2026-06-06,Embalse,PORCE III,PORCE III,111976402.0,kWh,kWh,False,,111.976402
2026-06-06,Embalse,PRADO,PRADO,90058353.0,kWh,kWh,False,,90.058353
2026-06-06,Embalse,PUNCHINA,PUNCHINA,65869664.0,kWh,kWh,False,,65.869664
2026-06-06,Embalse,RIOGRANDE2,RIOGRANDE2,543461380.0,kWh,kWh,False,,543.46138
2026-06-07,Embalse,ITUANGO,ITUANGO,63254400.0,kWh,kWh,False,,63.2544
2026-06-07,Embalse,MIRAFLORES,MIRAFLORES,456541040.0,kWh,kWh,False,,456.54103999999995
2026-06-07,Embalse,MUNA,MUNA,54905490.0,kWh,kWh,False,,54.90549
2026-06-07,Embalse,PENOL,PENOL,4138288344.0,kWh,kWh,False,,4138.288344
2026-06-07,Embalse,PLAYAS,PLAYAS,95084402.0,kWh,kWh,False,,95.084402
2026-06-07,Embalse,PORCE II,PORCE II,124027896.0,kWh,kWh,False,,124.027896
2026-06-07,Embalse,PORCE III,PORCE III,111976402.0,kWh,kWh,False,,111.976402
2026-06-07,Embalse,PRADO,PRADO,90058353.0,kWh,kWh,False,,90.058353
2026-06-07,Embalse,PUNCHINA,PUNCHINA,65869664.0,kWh,kWh,False,,65.869664
2026-06-07,Embalse,RIOGRANDE2,RIOGRANDE2,543461380.0,kWh,kWh,False,,543.46138
