Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-05,Embalse,ESMERALDA,ESMERALDA,585048200.0,kWh,kWh,False,,585.0482
2026-06-05,Embalse,GUAVIO,GUAVIO,1070253700.0,kWh,kWh,False,,1070.2537
2026-06-06,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,2335153200.0,kWh,kWh,False,,2335.1531999999997
2026-06-06,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,23905100.0,kWh,kWh,False,,23.905099999999997
2026-06-06,Embalse,AMANI,AMANI,205749700.0,kWh,kWh,False,,205.7497
2026-06-06,Embalse,BETANIA,BETANIA,102615700.0,kWh,kWh,False,,102.61569999999999
2026-06-06,Embalse,CALIMA1,CALIMA1,218887300.0,kWh,kWh,False,,218.88729999999998
2026-06-06,Embalse,CHUZA,CHUZA,489206500.0,kWh,kWh,False,,489.2065
2026-06-06,Embalse,EL QUIMBO,EL QUIMBO,555268400.0,kWh,kWh,False,,555.2683999999999
2026-06-06,Embalse,ESMERALDA,ESMERALDA,603769300.0,kWh,kWh,False,,603.7692999999999
2026-06-06,Embalse,GUAVIO,GUAVIO,1085118000.0,kWh,kWh,False,,1085.118
2026-06-07,Embalse,AGREGADO BOGOTA,AGREGADO BOGOTA,2340541300.0,kWh,kWh,False,,2340.5413
2026-06-07,Embalse,ALTOANCHICAYA,ALTOANCHICAYA,22733200.0,kWh,kWh,False,,22.7332
2026-06-07,Embalse,AMANI,AMANI,211850000.0,kWh,kWh,False,,211.85
2026-06-07,Embalse,BETANIA,BETANIA,100525600.0,kWh,kWh,False,,100.5256
2026-06-07,Embalse,CALIMA1,CALIMA1,218423600.0,kWh,kWh,False,,218.4236
2026-06-07,Embalse,CHUZA,CHUZA,493481400.0,kWh,kWh,False,,493.48139999999995
2026-06-07,Embalse,EL QUIMBO,EL QUIMBO,561986400.0,kWh,kWh,False,,561.9864
2026-06-07,Embalse,ESMERALDA,ESMERALDA,609391400.0,kWh,kWh,False,,609.3914
2026-06-07,Embalse,GUAVIO,GUAVIO,1099736300.0,kWh,kWh,False,,1099.7363
