Date,Id,code,name,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-05,Rio,SAN CARLOS,SAN CARLOS,10252380.86,kWh,kWh,False,,10.252380859999999
2026-06-05,Rio,SAN EUGENIO,SAN EUGENIO,1019389.44,kWh,kWh,False,,1.0193894399999999
2026-06-05,Rio,SAN FRANCISCO,SAN FRANCISCO,731747.02,kWh,kWh,False,,0.73174702
2026-06-06,Rio,MIEL I,MIEL I,1633262.4,kWh,kWh,False,,1.6332623999999998
2026-06-06,Rio,NARE CP,NARE CP,3619418.04,kWh,kWh,False,,3.61941804
2026-06-06,Rio,PORCE III,PORCE III,2073188.4,kWh,kWh,False,,2.0731884
2026-06-06,Rio,PORCE2 CP,PORCE2 CP,4203946.01,kWh,kWh,False,,4.203946009999999
2026-06-06,Rio,PRADO,PRADO,565647.26,kWh,kWh,False,,0.56564726
2026-06-06,Rio,QUEBRADONA,QUEBRADONA,54526.08,kWh,kWh,False,,0.05452608
2026-06-06,Rio,SAN CARLOS,SAN CARLOS,3306551.42,kWh,kWh,False,,3.30655142
2026-06-06,Rio,SAN EUGENIO,SAN EUGENIO,962879.81,kWh,kWh,False,,0.96287981
2026-06-06,Rio,SAN FRANCISCO,SAN FRANCISCO,317116.8,kWh,kWh,False,,0.3171168
2026-06-07,Rio,MIEL I,MIEL I,7070541.41,kWh,kWh,False,,7.07054141
2026-06-07,Rio,NARE CP,NARE CP,4758419.74,kWh,kWh,False,,4.75841974
2026-06-07,Rio,PORCE III,PORCE III,1301888.93,kWh,kWh,False,,1.3018889299999998
2026-06-07,Rio,PORCE2 CP,PORCE2 CP,8291843.64,kWh,kWh,False,,8.29184364
2026-06-07,Rio,PRADO,PRADO,403914.58,kWh,kWh,False,,0.40391458
2026-06-07,Rio,QUEBRADONA,QUEBRADONA,70104.96,kWh,kWh,False,,0.07010496000000001
2026-06-07,Rio,SAN CARLOS,SAN CARLOS,11613064.32,kWh,kWh,False,,11.61306432
2026-06-07,Rio,SAN EUGENIO,SAN EUGENIO,1348474.94,kWh,kWh,False,,1.3484749399999998
2026-06-07,Rio,SAN FRANCISCO,SAN FRANCISCO,495495.0,kWh,kWh,False,,0.49549499999999996
