Date,Id,code,name,Hour,Value,unit_catalog,unit_effective,unit_override_applied,override_reason,Value_GWh
2026-06-07,Sistema,Sistema,,Hour15,,kWh,kWh,False,,
2026-06-07,Sistema,Sistema,,Hour16,2198.68,kWh,kWh,False,,0.0021986799999999997
2026-06-07,Sistema,Sistema,,Hour17,1013.15,kWh,kWh,False,,0.00101315
2026-06-07,Sistema,Sistema,,Hour18,,kWh,kWh,False,,
2026-06-07,Sistema,Sistema,,Hour19,,kWh,kWh,False,,
2026-06-07,Sistema,Sistema,,Hour20,6.27,kWh,kWh,False,,6.269999999999999e-06
2026-06-07,Sistema,Sistema,,Hour21,,kWh,kWh,False,,
2026-06-07,Sistema,Sistema,,Hour22,1330.22,kWh,kWh,False,,0.00133022
2026-06-07,Sistema,Sistema,,Hour23,,kWh,kWh,False,,
2026-06-07,Sistema,Sistema,,Hour24,,kWh,kWh,False,,
